src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,mean_pkt_size,std_pkt_size,vpn_label
192.168.31.141,239.255.255.250,56712,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,43240,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,57147,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,49784,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,48410,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,46988,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,46438,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,60773,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.137,239.255.255.250,45816,1900,17,0.0,1,167,167.0,0.0,Non-VPN
192.168.31.160,224.0.0.252,54284,5355,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54782,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61784,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,65193,53,17,0.0,1,68,68.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53710,53,17,0.0,1,68,68.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55150,53,17,0.0,1,68,68.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,65193,17,0.0,1,68,68.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53710,17,0.0,1,68,68.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55150,17,0.0,1,68,68.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54782,17,0.0,1,121,121.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61784,17,0.0,1,133,133.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56199,53,17,0.0639641284942627,2,166,83.0,1.0,Non-VPN
192.168.31.160,192.168.31.1,54239,53,17,0.0637729167938232,2,166,83.0,1.0,Non-VPN
192.168.31.160,192.168.31.1,63681,53,17,0.0462050437927246,2,157,78.5,2.5,Non-VPN
192.168.31.160,192.168.31.1,59117,53,17,0.0458550453186035,2,157,78.5,2.5,Non-VPN
192.168.31.1,192.168.31.160,53,56199,17,0.0602788925170898,2,311,155.5,14.5,Non-VPN
192.168.31.1,192.168.31.160,53,54239,17,0.0608949661254882,2,371,185.5,32.5,Non-VPN
192.168.31.1,192.168.31.160,53,63681,17,0.0522830486297607,2,440,220.0,128.0,Non-VPN
192.168.31.1,192.168.31.160,53,59117,17,0.0421020984649658,2,292,146.0,42.0,Non-VPN
192.168.31.160,192.168.31.1,53645,53,17,127.50542402267456,10,812,81.2,11.27652428720836,Non-VPN
192.168.31.160,192.168.31.1,55348,53,17,43.31507182121277,8,681,85.125,10.623529309979803,Non-VPN
192.168.31.160,192.168.31.1,61696,53,17,1.86841082572937,4,308,77.0,6.123724356957945,Non-VPN
192.168.31.160,192.168.31.1,50646,53,17,18.33131504058838,7,538,76.85714285714286,9.264811638337692,Non-VPN
192.168.31.1,192.168.31.160,53,61696,17,1.8673908710479736,4,585,146.25,49.58011194017214,Non-VPN
192.168.31.1,192.168.31.160,53,50646,17,18.329719066619877,7,1153,164.71428571428572,98.99598012865296,Non-VPN
192.168.31.1,192.168.31.160,53,53645,17,127.4656229019165,10,1318,131.8,56.330808621925534,Non-VPN
192.168.31.1,192.168.31.160,53,55348,17,43.27023887634277,8,1397,174.625,70.06057646779678,Non-VPN
192.168.31.160,13.224.22.113,59812,443,6,101.54445886611938,40,12828,320.7,470.858694302229,Non-VPN
192.168.31.160,192.168.31.1,61372,53,17,18.24847888946533,3,220,73.33333333333333,7.542472332656507,Non-VPN
192.168.31.160,192.168.31.1,55674,53,17,2.70930814743042,2,152,76.0,8.0,Non-VPN
192.168.31.160,192.168.31.1,51295,53,17,78.26871085166931,3,227,75.66666666666667,6.128258770283411,Non-VPN
192.168.31.160,192.168.31.1,55565,53,17,78.26843190193176,3,219,73.0,7.071067811865476,Non-VPN
13.224.22.113,192.168.31.160,443,59812,6,101.49350500106812,41,9666,235.7560975609756,383.1705842169532,Non-VPN
192.168.31.160,192.168.31.1,55566,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55567,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61372,17,18.207906007766724,3,405,135.0,94.75230867899737,Non-VPN
192.168.31.160,18.164.237.42,59813,443,6,0.1285040378570556,5,580,116.0,118.09148995588124,Non-VPN
192.168.31.1,192.168.31.160,53,55674,17,2.662447214126587,2,332,166.0,98.0,Non-VPN
192.168.31.1,192.168.31.160,53,51295,17,78.21996402740479,3,511,170.33333333333334,120.16747572543171,Non-VPN
192.168.31.1,192.168.31.160,53,55565,17,78.2196900844574,3,390,130.0,87.68124086713189,Non-VPN
192.168.31.160,49.44.200.89,59815,80,6,0.3785359859466553,7,544,77.71428571428571,53.34982738147006,Non-VPN
192.168.31.1,192.168.31.160,53,55567,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55566,17,0.0,1,313,313.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55569,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55568,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55569,17,0.0,1,348,348.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55568,17,0.0,1,188,188.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55571,53,17,127.31311702728271,2,148,74.0,3.0,Non-VPN
192.168.31.160,192.168.31.1,55570,53,17,0.0,1,77,77.0,0.0,Non-VPN
49.44.200.89,192.168.31.160,80,59815,6,0.3805279731750488,5,469,93.8,73.7465931416496,Non-VPN
192.168.31.1,192.168.31.160,53,55570,17,0.0,1,122,122.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55571,17,127.67750191688538,2,269,134.5,0.5,Non-VPN
192.168.31.160,192.168.31.1,55573,53,17,0.0,1,73,73.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55572,53,17,0.0,1,73,73.0,0.0,Non-VPN
18.164.237.42,192.168.31.160,443,59813,6,0.0674579143524169,7,4601,657.2857142857143,586.8834672076158,Non-VPN
192.168.31.1,192.168.31.160,53,55572,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55573,17,0.0,1,101,101.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55575,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55574,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55575,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55574,17,0.0,1,313,313.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55576,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55577,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55577,17,0.0,1,284,284.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55576,17,0.0,1,244,244.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55578,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55579,53,17,1481.9450571537018,2,145,72.5,1.5,Non-VPN
192.168.31.1,192.168.31.160,53,55578,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55579,17,1481.9561460018158,2,331,165.5,75.5,Non-VPN
192.168.31.160,192.168.31.1,55581,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55580,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55581,17,0.0,1,313,313.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55580,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55582,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55583,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55583,17,0.0,1,145,145.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55582,17,0.0,1,305,305.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59977,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57759,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57759,17,0.0,1,345,345.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59977,17,0.0,1,201,201.0,0.0,Non-VPN
192.168.31.160,49.44.200.106,59816,80,6,0.0655789375305175,5,393,78.6,43.449280776556016,Non-VPN
49.44.200.106,192.168.31.160,80,59816,6,0.0648350715637207,5,469,93.8,73.7465931416496,Non-VPN
192.168.31.160,192.168.31.1,54009,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64235,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56079,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62984,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,185.159.159.148,59817,443,6,0.7501680850982666,9,1579,175.44444444444446,203.1229026482413,Non-VPN
192.168.31.1,192.168.31.160,53,54009,17,0.0,1,143,143.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64235,17,0.0,1,131,131.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56079,17,0.0,1,143,143.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62984,17,0.0,1,131,131.0,0.0,Non-VPN
192.168.31.160,72.145.35.98,59820,443,6,1.3027691841125488,12,1334,111.16666666666669,77.51648570178833,Non-VPN
185.159.159.148,192.168.31.160,443,59817,6,0.770841121673584,7,2243,320.42857142857144,417.43976713254506,Non-VPN
72.145.35.98,192.168.31.160,443,59820,6,1.0930171012878418,10,3781,378.1,477.3111039982204,Non-VPN
192.168.31.160,185.159.159.148,59821,443,6,14.25670599937439,10,2070,207.0,217.33844574764032,Non-VPN
192.168.31.160,185.159.159.148,59822,443,6,44.26554489135742,7,1588,226.8571428571429,245.6329599634547,Non-VPN
192.168.31.160,185.159.159.148,59823,443,6,14.254518032073976,303,23127,76.32673267326733,50.84697334065653,Non-VPN
185.159.159.148,192.168.31.160,443,59822,6,44.27197003364563,7,671,95.85714285714286,83.34511481343887,Non-VPN
185.159.159.148,192.168.31.160,443,59821,6,14.24740481376648,11,4416,401.45454545454544,474.3664413311264,Non-VPN
185.159.159.148,192.168.31.160,443,59823,6,14.237128019332886,413,526588,1275.0314769975787,146.76900028627972,Non-VPN
192.168.31.160,49.44.152.41,59824,443,6,126.06500792503356,12,1352,112.66666666666669,106.27035752687054,Non-VPN
49.44.152.41,192.168.31.160,443,59824,6,126.01286792755128,15,10633,708.8666666666667,576.1864127365571,Non-VPN
192.168.31.160,18.164.237.42,59825,443,6,15.718482971191406,12,1228,102.33333333333331,91.37407850272538,Non-VPN
18.164.237.42,192.168.31.160,443,59825,6,15.650768041610718,14,6949,496.3571428571428,540.114486163133,Non-VPN
192.168.31.160,23.200.181.192,59828,443,6,125.80819487571716,10,1464,146.4,173.2317522857747,Non-VPN
192.168.31.160,23.200.181.192,59826,443,6,125.8033640384674,12,1591,132.58333333333334,166.6515618155304,Non-VPN
192.168.31.160,23.200.181.192,59827,443,6,125.80816292762756,11,1541,140.0909090909091,173.35012103488685,Non-VPN
192.168.31.160,23.200.181.192,59829,443,6,125.80820608139038,11,1535,139.54545454545453,171.76588910827735,Non-VPN
192.168.31.160,23.200.181.192,59830,443,6,125.8081030845642,10,1487,148.7,179.55503334632536,Non-VPN
23.200.181.192,192.168.31.160,443,59826,6,125.70317196846008,15,9661,644.0666666666667,561.0010655565242,Non-VPN
23.200.181.192,192.168.31.160,443,59827,6,125.7028341293335,15,9661,644.0666666666667,561.0010655565242,Non-VPN
23.200.181.192,192.168.31.160,443,59829,6,125.7028341293335,15,9661,644.0666666666667,561.0010655565242,Non-VPN
23.200.181.192,192.168.31.160,443,59828,6,125.70258808135986,15,9661,644.0666666666667,561.0010655565242,Non-VPN
23.200.181.192,192.168.31.160,443,59830,6,125.69472193717957,15,9661,644.0666666666667,561.0010655565242,Non-VPN
192.168.31.160,192.168.31.1,49977,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64464,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62347,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49977,17,0.0,1,125,125.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64464,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62347,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57475,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64473,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57423,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64473,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57423,17,0.0,1,90,90.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57475,17,0.0,1,99,99.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60966,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59826,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60422,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61910,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54977,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50613,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56501,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61502,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,65283,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60966,17,0.0,1,124,124.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59826,17,0.0,1,221,221.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60422,17,0.0,1,365,365.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61910,17,0.0,1,137,137.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54977,17,0.0,1,108,108.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50613,17,0.0,1,96,96.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56501,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61502,17,0.0,1,105,105.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,65283,17,0.0,1,93,93.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49208,53,17,1637.671357870102,2,173,86.5,4.5,Non-VPN
192.168.31.160,192.168.31.1,58209,53,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54933,53,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60717,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57108,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58223,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49208,17,1637.6778161525726,2,246,123.0,25.0,Non-VPN
192.168.31.1,192.168.31.160,53,58209,17,0.0,1,203,203.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54933,17,0.0,1,155,155.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60717,17,0.0,1,128,128.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57108,17,0.0,1,183,183.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58223,17,0.0,1,231,231.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60993,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52219,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62024,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60993,17,0.0,1,182,182.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52219,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62024,17,0.0,1,141,141.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51552,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63376,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59560,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54988,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52702,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,65171,53,17,1307.8804540634155,2,179,89.5,4.5,Non-VPN
192.168.31.1,192.168.31.160,53,63376,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59560,17,0.0,1,141,141.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51552,17,0.0,1,182,182.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52702,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54988,17,0.0,1,182,182.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,65171,17,1307.8816030025482,2,242,121.0,20.0,Non-VPN
192.168.31.160,192.168.31.1,55460,53,17,1181.8875348567965,2,165,82.5,10.5,Non-VPN
192.168.31.160,192.168.31.1,59935,53,17,0.0,1,93,93.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63274,53,17,1474.1933498382568,2,180,90.0,3.0,Non-VPN
192.168.31.160,192.168.31.1,64148,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56835,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53374,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50147,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62418,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61827,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55460,17,1181.7745559215546,2,484,242.0,97.0,Non-VPN
192.168.31.1,192.168.31.160,53,59935,17,0.0,1,151,151.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53374,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,63274,17,1474.0474650859833,2,291,145.5,6.5,Non-VPN
192.168.31.1,192.168.31.160,53,64148,17,0.0,1,112,112.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56835,17,0.0,1,115,115.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50147,17,0.0,1,142,142.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62418,17,0.0,1,113,113.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61827,17,0.0,1,101,101.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64514,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63706,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61227,53,17,0.0,1,89,89.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64514,17,0.0,1,114,114.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61227,17,0.0,1,105,105.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,63706,17,0.0,1,117,117.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57148,53,17,0.0,1,73,73.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55953,53,17,0.0,1,73,73.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57148,17,0.0,1,185,185.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55953,17,0.0,1,233,233.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54135,53,17,0.0,1,82,82.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54813,53,17,0.0,1,82,82.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50021,53,17,0.0,1,82,82.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54813,17,0.0,1,110,110.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54135,17,0.0,1,142,142.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50021,17,0.0,1,98,98.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58428,53,17,1323.8604941368103,2,156,78.0,4.0,Non-VPN
192.168.31.160,192.168.31.1,62328,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56859,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63554,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50714,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55249,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62328,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56859,17,0.0,1,90,90.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58428,17,1323.9224281311035,2,312,156.0,57.0,Non-VPN
192.168.31.1,192.168.31.160,53,63554,17,0.0,1,101,101.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50714,17,0.0,1,104,104.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55249,17,0.0,1,92,92.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58560,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59186,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62645,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59186,17,0.0,1,136,136.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58560,17,0.0,1,158,158.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62645,17,0.0,1,124,124.0,0.0,Non-VPN
192.168.31.160,142.250.191.10,63458,443,17,171.80452299118042,26,4059,156.1153846153846,259.3137877794862,Non-VPN
142.250.191.10,192.168.31.160,443,63458,17,205.2673070430756,34,5486,161.35294117647058,263.42170199052464,Non-VPN
192.168.31.160,192.168.31.1,55082,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52413,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50305,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50305,17,0.0,1,119,119.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52413,17,0.0,1,131,131.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55082,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62224,53,17,0.0,1,86,86.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50871,53,17,0.0,1,86,86.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59083,53,17,0.0,1,86,86.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49189,53,17,1088.942999124527,2,155,77.5,1.5,Non-VPN
192.168.31.160,192.168.31.1,57212,53,17,1087.268177986145,2,159,79.5,0.5,Non-VPN
192.168.31.160,192.168.31.1,50785,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54465,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55603,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55838,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50871,17,0.0,1,114,114.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62224,17,0.0,1,136,136.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59083,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49189,17,1088.9885590076449,2,357,178.5,22.5,Non-VPN
192.168.31.1,192.168.31.160,53,57212,17,1087.3564920425415,2,307,153.5,19.5,Non-VPN
192.168.31.1,192.168.31.160,53,50785,17,0.0,1,122,122.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54465,17,0.0,1,125,125.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55603,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55838,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53160,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61838,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52252,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53160,17,0.0,1,132,132.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61838,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52252,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,59020,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,41611,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,40457,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,46473,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,47051,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,60716,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,56593,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,51397,1900,17,360.1409201622009,2,717,358.5,22.5,Non-VPN
192.168.31.141,239.255.255.250,49286,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,43651,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,53626,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,35526,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,47407,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,53607,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,37453,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,34833,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,36524,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,40507,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,33179,1900,17,0.0,1,336,336.0,0.0,Non-VPN
