src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,mean_pkt_size,std_pkt_size,vpn_label
192.168.31.1,192.168.31.160,53,53009,17,0.0,1,98,98.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60642,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59314,17,0.0,1,112,112.0,0.0,Non-VPN
192.168.31.160,103.43.91.51,60205,443,6,10.897966861724854,17,5620,330.5882352941176,463.39819731345136,Non-VPN
192.168.31.160,192.168.31.1,53394,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55939,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54668,53,17,0.0,1,83,83.0,0.0,Non-VPN
34.36.209.34,192.168.31.160,443,61252,17,0.3037149906158447,10,4725,472.5,506.0233690255816,Non-VPN
104.18.27.193,192.168.31.160,443,59096,17,0.5018560886383057,12,7674,639.5,516.926896830361,Non-VPN
192.168.31.1,192.168.31.160,53,54588,17,0.0,1,119,119.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59895,17,0.0,1,117,117.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50465,17,0.0,1,145,145.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53394,17,0.0,1,221,221.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55939,17,0.0,1,276,276.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54668,17,0.0,1,215,215.0,0.0,Non-VPN
152.228.215.159,192.168.31.160,443,60204,6,0.6213631629943848,9,1307,145.22222222222223,180.1479501704565,Non-VPN
192.168.31.160,51.89.9.252,60206,443,6,49.57572078704834,7,2449,349.85714285714283,469.5610194856555,Non-VPN
192.168.31.160,103.43.91.51,60207,443,6,60.09188103675842,17,5249,308.7647058823529,439.50955680056734,Non-VPN
51.89.9.252,192.168.31.160,443,60203,6,31.591609954833984,14,1647,117.64285714285714,118.28030094583262,Non-VPN
103.43.91.51,192.168.31.160,443,60205,6,10.901710987091064,22,5470,248.63636363636363,231.04516391518573,Non-VPN
51.89.9.252,192.168.31.160,443,60206,6,49.566181898117065,7,652,93.14285714285714,81.62532620180468,Non-VPN
103.43.91.51,192.168.31.160,443,60207,6,60.08873796463013,22,5381,244.5909090909091,229.7036943326829,Non-VPN
192.168.31.160,192.168.31.1,55627,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53449,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56989,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55627,17,0.0,1,131,131.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53449,17,0.0,1,99,99.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55154,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62305,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56989,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62305,17,0.0,1,104,104.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55154,17,0.0,1,118,118.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49332,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59839,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49332,17,0.0,1,109,109.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59839,17,0.0,1,112,112.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63063,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59960,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52043,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59960,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52043,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,63063,17,0.0,1,132,132.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57433,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51527,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60248,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61082,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50941,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54564,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54446,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52879,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55559,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54230,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52532,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56224,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57433,17,0.0,1,132,132.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55435,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51932,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51092,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51527,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60248,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61082,17,0.0,1,173,173.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50941,17,0.0,1,108,108.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51932,17,0.0,1,103,103.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51092,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54564,17,0.0,1,96,96.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54446,17,0.0,1,174,174.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55559,17,0.0,1,97,97.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54230,17,0.0,1,142,142.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52532,17,0.0,1,113,113.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56224,17,0.0,1,101,101.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52879,17,0.0,1,109,109.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55435,17,0.0,1,132,132.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64028,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51740,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62508,53,17,0.0,1,94,94.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64028,17,0.0,1,182,182.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51740,17,0.0,1,153,153.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62508,17,0.0,1,141,141.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55610,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49398,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54487,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49398,17,0.0,1,105,105.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55610,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54487,17,0.0,1,93,93.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57940,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62629,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64661,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57940,17,0.0,1,175,175.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64661,17,0.0,1,134,134.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62629,17,0.0,1,146,146.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64656,53,17,103.50831198692322,5,365,73.0,6.324555320336759,Non-VPN
192.168.31.1,192.168.31.160,53,64656,17,103.46981883049013,5,704,140.8,89.18161245458617,Non-VPN
192.168.31.160,57.155.141.115,60210,443,6,132.4067900180817,16,6213,388.3125,476.9652396598205,Non-VPN
57.155.141.115,192.168.31.160,443,60210,6,132.412517786026,13,5344,411.0769230769231,518.7460415475974,Non-VPN
192.168.31.160,192.168.31.1,61587,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54585,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61674,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61587,17,0.0,1,130,130.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54585,17,0.0,1,108,108.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61674,17,0.0,1,96,96.0,0.0,Non-VPN
192.168.31.160,35.227.252.103,59728,443,17,29.10749912261963,12,7255,604.5833333333334,548.7387748788631,Non-VPN
192.168.31.160,104.18.27.193,55406,443,17,29.25784397125244,17,12731,748.8823529411765,577.4028955644649,Non-VPN
192.168.31.160,192.168.31.1,63500,53,17,0.0,1,78,78.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64960,53,17,0.0,1,78,78.0,0.0,Non-VPN
192.168.31.160,51.89.9.252,60212,443,6,59.54792904853821,23,8916,387.6521739130435,513.400395377268,Non-VPN
192.168.31.160,152.228.215.159,60213,443,6,1.162194013595581,10,4727,472.7,523.7281833164986,Non-VPN
192.168.31.160,192.168.31.1,58923,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60972,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57513,53,17,0.0,1,87,87.0,0.0,Non-VPN
35.227.252.103,192.168.31.160,443,59728,17,29.121756076812744,12,4212,351.0,447.3261300960035,Non-VPN
192.168.31.1,192.168.31.160,53,63500,17,0.0,1,156,156.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64960,17,0.0,1,94,94.0,0.0,Non-VPN
104.18.27.193,192.168.31.160,443,55406,17,29.17686700820923,12,7009,584.0833333333334,530.051484658697,Non-VPN
192.168.31.1,192.168.31.160,53,57513,17,0.0,1,156,156.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58923,17,0.0,1,203,203.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60972,17,0.0,1,168,168.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58435,53,17,0.0,1,82,82.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54281,53,17,0.0,1,82,82.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58435,17,0.0,1,211,211.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54281,17,0.0,1,211,211.0,0.0,Non-VPN
192.168.31.160,51.89.9.252,60215,443,6,28.586030960083008,9,2350,261.1111111111111,410.65596426650654,Non-VPN
192.168.31.160,152.228.215.159,60216,443,6,28.980371952056885,10,4758,475.8,525.5322635195674,Non-VPN
51.89.9.252,192.168.31.160,443,60212,6,59.568418979644775,26,5743,220.8846153846154,340.5353620994987,Non-VPN
152.228.215.159,192.168.31.160,443,60213,6,0.8687269687652588,9,1319,146.55555555555554,179.5111331187574,Non-VPN
192.168.31.160,192.168.31.1,57794,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62287,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62925,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57794,17,0.0,1,130,130.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62287,17,0.0,1,108,108.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62925,17,0.0,1,96,96.0,0.0,Non-VPN
152.228.215.159,192.168.31.160,443,60216,6,28.796547889709476,11,1427,129.72727272727272,166.25177560724572,Non-VPN
51.89.9.252,192.168.31.160,443,60215,6,28.58544397354126,10,3776,377.6,480.4627352875559,Non-VPN
192.168.31.160,192.168.31.1,60070,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58758,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64117,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60070,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64117,17,0.0,1,97,97.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58758,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,59216,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,50275,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,38017,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,45817,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,37657,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,45380,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,43521,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,40416,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,56884,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,55881,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,55995,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,49862,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,49358,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,52640,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,35240,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,51370,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,55094,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,60436,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,40920,1900,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,41380,1900,17,0.0,1,336,336.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,60153,1900,17,0.0,1,383,383.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,60240,1900,17,0.0,1,391,391.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,53073,1900,17,0.0,1,393,393.0,0.0,Non-VPN
192.168.31.141,239.255.255.250,34060,1900,17,0.0,1,381,381.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56719,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51401,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52324,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60789,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57836,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54598,53,17,255.74034714698792,7,556,79.42857142857143,10.808160182501563,Non-VPN
192.168.31.160,192.168.31.1,51331,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50325,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57552,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54598,17,255.7363109588623,7,1048,149.71428571428572,75.49591149897606,Non-VPN
192.168.31.1,192.168.31.160,53,51401,17,0.0,1,260,260.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60789,17,0.0,1,260,260.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56719,17,0.0,1,265,265.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52324,17,0.0,1,236,236.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57836,17,0.0,1,236,236.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51331,17,0.0,1,254,254.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50325,17,0.0,1,249,249.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57552,17,0.0,1,225,225.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52869,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51445,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51717,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62200,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50682,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57689,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52869,17,0.0,1,185,185.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51445,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51717,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62200,17,0.0,1,148,148.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50682,17,0.0,1,244,244.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51734,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59242,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57689,17,0.0,1,284,284.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62617,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62933,53,17,0.0,1,69,69.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64744,53,17,0.0,1,69,69.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53476,53,17,0.0,1,69,69.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64444,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60726,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61269,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59242,17,0.0,1,255,255.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62617,17,0.0,1,295,295.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56099,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56366,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51734,17,0.0,1,254,254.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62933,17,0.0,1,308,308.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64744,17,0.0,1,321,321.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53476,17,0.0,1,297,297.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64444,17,0.0,1,173,173.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60726,17,0.0,1,186,186.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61269,17,0.0,1,162,162.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51372,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60137,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56099,17,0.0,1,275,275.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56366,17,0.0,1,270,270.0,0.0,Non-VPN
192.168.31.160,108.158.245.24,60222,443,6,3.1339240074157715,9,2328,258.6666666666667,408.93139875642817,Non-VPN
192.168.31.1,192.168.31.160,53,51372,17,0.0,1,254,254.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60137,17,0.0,1,230,230.0,0.0,Non-VPN
108.158.245.24,192.168.31.160,443,60222,6,3.099107027053833,13,8337,641.3076923076923,598.9952336545161,Non-VPN
192.168.31.160,192.168.31.1,53882,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52133,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53882,17,0.0,1,224,224.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52133,17,0.0,1,197,197.0,0.0,Non-VPN
192.168.31.160,204.79.197.203,60224,443,6,2.0048539638519287,9,2862,318.0,413.4010697185536,Non-VPN
204.79.197.203,192.168.31.160,443,60224,6,2.0062780380249023,15,7476,498.4,554.0680824591866,Non-VPN
192.168.31.160,192.168.31.1,52052,53,17,0.0,1,96,96.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50191,53,17,0.0,1,96,96.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56358,53,17,0.0,1,96,96.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52052,17,0.0,1,268,268.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50191,17,0.0,1,288,288.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56358,17,0.0,1,230,230.0,0.0,Non-VPN
192.168.31.160,40.79.150.123,60228,443,6,4.428775072097778,16,4864,304.0,380.2264128121559,Non-VPN
40.79.150.123,192.168.31.160,443,60228,6,4.235228061676025,18,7950,441.6666666666667,546.8984264823667,Non-VPN
192.168.31.160,192.168.31.1,52936,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53762,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49677,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53762,17,0.0,1,146,146.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49677,17,0.0,1,134,134.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51390,53,17,0.0,1,106,106.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54518,53,17,0.0,1,106,106.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59885,53,17,0.0,1,106,106.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52936,17,0.0,1,175,175.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59885,17,0.0,1,122,122.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54518,17,0.0,1,134,134.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51390,17,0.0,1,166,166.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53337,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64976,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56829,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56829,17,0.0,1,102,102.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58632,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,65210,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62983,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,65060,53,17,0.0,1,78,78.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61730,53,17,0.0,1,78,78.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60067,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59674,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64272,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63622,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64538,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57628,53,17,0.0,1,85,85.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53337,17,0.0,1,112,112.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64976,17,0.0,1,98,98.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53891,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55355,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57260,53,17,0.0,1,83,83.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,65210,17,0.0,1,150,150.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62983,17,0.0,1,342,342.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58632,17,0.0,1,137,137.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57628,17,0.0,1,117,117.0,0.0,Non-VPN
192.168.31.160,103.43.90.21,60231,443,6,10.88129210472107,14,5087,363.3571428571428,466.7135259515439,Non-VPN
192.168.31.1,192.168.31.160,53,65060,17,0.0,1,190,190.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64272,17,0.0,1,317,317.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61730,17,0.0,1,162,162.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60067,17,0.0,1,271,271.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59674,17,0.0,1,271,271.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,63622,17,0.0,1,119,119.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64538,17,0.0,1,145,145.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53891,17,0.0,1,221,221.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55355,17,0.0,1,276,276.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57260,17,0.0,1,215,215.0,0.0,Non-VPN
192.168.31.160,103.43.90.21,60234,443,6,41.19049596786499,16,6444,402.75,502.6276579138876,Non-VPN
103.43.90.21,192.168.31.160,443,60231,6,10.874918937683104,20,5271,263.55,232.60556205731623,Non-VPN
103.43.90.21,192.168.31.160,443,60234,6,41.180301904678345,23,5433,236.2173913043478,228.0947470034898,Non-VPN
192.168.31.137,239.255.255.250,36047,1900,17,0.0,1,167,167.0,0.0,Non-VPN
192.168.31.137,239.255.255.250,38859,1900,17,0.0,1,167,167.0,0.0,Non-VPN
192.168.31.137,239.255.255.250,37067,1900,17,0.0,1,167,167.0,0.0,Non-VPN
192.168.31.137,239.255.255.250,34077,1900,17,0.0,1,167,167.0,0.0,Non-VPN
192.168.31.160,104.18.27.193,59530,443,17,0.4192249774932861,14,7637,545.5,557.5465067085051,Non-VPN
192.168.31.160,192.168.31.1,50492,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51019,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55531,53,17,0.0,1,73,73.0,0.0,Non-VPN
